date,ts,total_positives,student_positives,staff_positives,faculty_positives,tests_administered,cumulative_total_positives,total_positives_rolling_avg,cumulative_student_positives,student_positives_rolling_avg,cumulative_staff_positives,staff_positives_rolling_avg,cumulative_faculty_positives,faculty_positives_rolling_avg,cumulative_tests_administered,tests_administered_rolling_avg
3/15/2021,1615780800000,10,10,0,0,7207,788,8,532,7.142857142857143,261,0.7142857142857143,11,0.14285714285714285,770356,5695.142857142857
3/16/2021,1615867200000,10,10,0,0,6438,798,8.142857142857142,542,7.428571428571429,261,0.5714285714285714,11,0.14285714285714285,776794,5738.857142857143
3/17/2021,1615953600000,18,18,0,0,6163,816,9.571428571428571,560,9.142857142857142,261,0.42857142857142855,11,0,782957,5805.285714285715
3/18/2021,1616040000000,22,21,1,0,7010,838,11.142857142857142,581,10.571428571428571,262,0.5714285714285714,11,0,789967,5819.142857142857
3/19/2021,1616126400000,10,10,0,0,6965,848,11.285714285714286,591,11.142857142857142,262,0.14285714285714285,11,0,796932,5894.142857142857
3/20/2021,1616212800000,6,6,0,0,4514,854,11.714285714285714,597,11.571428571428571,262,0.14285714285714285,11,0,801446,5937
3/21/2021,1616299200000,4,3,1,0,3472,858,11.428571428571429,600,11.142857142857142,263,0.2857142857142857,11,0,804918,5967
3/22/2021,1616385600000,7,7,0,0,7321,865,11,607,10.714285714285714,263,0.2857142857142857,11,0,812239,5983.285714285715
3/23/2021,1616472000000,12,12,0,0,6444,877,11.285714285714286,619,11,263,0.2857142857142857,11,0,818683,5984.142857142857
3/24/2021,1616558400000,24,23,1,0,6113,901,12.142857142857142,642,11.714285714285714,264,0.42857142857142855,11,0,824796,5977
3/25/2021,1616644800000,30,28,2,0,6863,931,13.285714285714286,670,12.714285714285714,266,0.5714285714285714,11,0,831659,5956
3/26/2021,1616731200000,18,17,1,0,6969,949,14.428571428571429,687,13.714285714285714,267,0.7142857142857143,11,0,838628,5956.571428571428
3/27/2021,1616817600000,13,13,0,0,4395,962,15.428571428571429,700,14.714285714285714,267,0.7142857142857143,11,0,843023,5939.571428571428
3/28/2021,1616904000000,9,6,3,0,3703,971,16.142857142857142,706,15.142857142857142,270,1,11,0,846726,5972.571428571428
3/29/2021,1616990400000,14,14,0,0,7166,985,17.142857142857142,720,16.142857142857142,270,1,11,0,853892,5950.428571428572
3/30/2021,1617076800000,11,9,2,0,6820,996,17,729,15.714285714285714,272,1.2857142857142858,11,0,860712,6004.142857142857
3/31/2021,1617163200000,3,3,0,0,6320,999,14,732,12.857142857142858,272,1.1428571428571428,11,0,867032,6033.714285714285
4/1/2021,1617249600000,1,1,0,0,6724,1000,9.857142857142858,733,9,272,0.8571428571428571,11,0,873756,6013.857142857143
4/2/2021,1617336000000,4,4,0,0,6688,1004,7.857142857142857,737,7.142857142857143,272,0.7142857142857143,11,0,880444,5973.714285714285
4/3/2021,1617422400000,5,5,0,0,4434,1009,6.714285714285714,742,6,272,0.7142857142857143,11,0,884878,5979.285714285715
4/4/2021,1617508800000,2,2,0,0,3452,1011,5.714285714285714,744,5.428571428571429,272,0.2857142857142857,11,0,888330,5943.428571428572
4/5/2021,1617595200000,1,1,0,0,7002,1012,3.857142857142857,745,3.5714285714285716,272,0.2857142857142857,11,0,895332,5920
4/6/2021,1617681600000,3,2,1,0,6448,1015,2.7142857142857144,747,2.5714285714285716,273,0.14285714285714285,11,0,901780,5866.857142857143
4/7/2021,1617768000000,2,1,1,0,6045,1017,2.5714285714285716,748,2.2857142857142856,274,0.2857142857142857,11,0,907825,5827.571428571428
4/8/2021,1617854400000,1,0,1,0,6598,1018,2.5714285714285716,748,2.142857142857143,275,0.42857142857142855,11,0,914423,5809.571428571428
4/9/2021,1617940800000,5,1,4,0,6435,1023,2.7142857142857144,749,1.7142857142857142,279,1,11,0,920858,5773.428571428572
4/10/2021,1618027200000,2,2,0,0,4476,1025,2.2857142857142856,751,1.2857142857142858,279,1,11,0,925334,5779.428571428572
4/11/2021,1618113600000,2,1,1,0,3571,1027,2.2857142857142856,752,1.1428571428571428,280,1.1428571428571428,11,0,928905,5796.428571428572
4/12/2021,1618200000000,2,1,1,0,7080,1029,2.4285714285714284,753,1.1428571428571428,281,1.2857142857142858,11,0,935985,5807.571428571428
4/13/2021,1618286400000,2,2,0,0,6578,1031,2.2857142857142856,755,1.1428571428571428,281,1.1428571428571428,11,0,942563,5826.142857142857
4/14/2021,1618372800000,1,3,1,0,6014,1032,2.142857142857143,758,1.4285714285714286,282,1.1428571428571428,11,0,948577,5821.714285714285
4/15/2021,1618459200000,3,1,2,0,6709,1035,2.4285714285714284,759,1.5714285714285714,284,1.2857142857142858,11,0,955286,5837.571428571428
4/16/2021,1618545600000,1,1,0,0,6472,1036,1.8571428571428572,760,1.5714285714285714,284,0.7142857142857143,11,0,961758,5842.857142857143
4/17/2021,1618632000000,3,1,2,0,4526,1039,2,761,1.4285714285714286,286,1,11,0,966284,5850
4/18/2021,1618718400000,0,0,0,0,3773,1039,1.7142857142857142,761,1.2857142857142858,286,0.8571428571428571,11,0,970057,5878.857142857143
4/19/2021,1618804800000,1,0,1,0,7118,1040,1.5714285714285714,761,1.1428571428571428,287,0.8571428571428571,11,0,977175,5884.285714285715
4/20/2021,1618891200000,0,0,0,0,5435,1040,1.2857142857142858,761,0.8571428571428571,287,0.8571428571428571,11,0,982610,5721
4/21/2021,1618977600000,0,0,0,0,4898,1040,1.1428571428571428,761,0.42857142857142855,287,0.7142857142857143,11,0,987508,5561.571428571428
4/22/2021,1619064000000,2,1,1,0,5506,1042,1,762,0.42857142857142855,288,0.5714285714285714,11,0,993014,5389.714285714285
4/23/2021,1619150400000,1,1,0,0,5017,1043,1,763,0.42857142857142855,288,0.5714285714285714,11,0,998031,5181.857142857143
4/24/2021,1619236800000,0,0,0,0,3292,1043,0.5714285714285714,763,0.2857142857142857,288,0.2857142857142857,11,0,1001323,5005.571428571428
4/25/2021,1619323200000,0,0,0,0,3411,1043,0.5714285714285714,763,0.2857142857142857,288,0.2857142857142857,11,0,1004734,4953.857142857143
4/26/2021,1619409600000,0,0,0,0,5152,1043,0.42857142857142855,763,0.2857142857142857,288,0.14285714285714285,11,0,1009886,4673
4/27/2021,1619496000000,0,0,0,0,5021,1043,0.42857142857142855,763,0.2857142857142857,288,0.14285714285714285,11,0,1014907,4613.857142857143
4/28/2021,1619582400000,0,0,0,0,4610,1043,0.42857142857142855,763,0.2857142857142857,288,0.14285714285714285,11,0,1019517,4572.714285714285
4/29/2021,1619668800000,2,0,2,0,5054,1045,0.42857142857142855,763,0.14285714285714285,290,0.2857142857142857,11,0,1024571,4508.142857142857
4/30/2021,1619755200000,0,0,0,0,4864,1045,0.2857142857142857,763,0,290,0.2857142857142857,11,0,1029435,4486.285714285715
5/1/2021,1619841600000,2,0,2,0,3318,1047,0.5714285714285714,763,0,292,0.5714285714285714,11,0,1032753,4490
5/2/2021,1619928000000,1,1,0,0,3824,1048,0.7142857142857143,764,0.14285714285714285,292,0.5714285714285714,11,0,1036577,4549
5/3/2021,1620014400000,1,1,0,0,5092,1049,0.8571428571428571,765,0.2857142857142857,292,0.5714285714285714,11,0,1041669,4540.428571428572
5/4/2021,1620100800000,1,1,0,0,4464,1050,1,766,0.42857142857142855,292,0.5714285714285714,11,0,1046133,4460.857142857143
5/5/2021,1620187200000,2,0,2,0,4195,1052,1.2857142857142858,766,0.42857142857142855,294,0.8571428571428571,11,0,1050328,4401.571428571428
5/6/2021,1620273600000,1,0,1,0,4612,1053,1.1428571428571428,766,0.42857142857142855,295,0.7142857142857143,11,0,1054940,4338.428571428572
5/7/2021,1620360000000,1,1,0,0,4464,1054,1.2857142857142858,767,0.5714285714285714,295,0.7142857142857143,11,0,1059404,4281.285714285715
5/8/2021,1620446400000,0,0,0,0,3254,1054,1,767,0.5714285714285714,295,0.42857142857142855,11,0,1062658,4272.142857142857
5/9/2021,1620532800000,0,0,0,0,3767,1054,0.8571428571428571,767,0.42857142857142855,295,0.42857142857142855,11,0,1066425,4264
5/10/2021,1620619200000,1,1,0,0,4718,1055,0.8571428571428571,768,0.42857142857142855,295,0.42857142857142855,11,0,1071143,4210.571428571428
5/11/2021,1620705600000,0,0,0,0,4137,1055,0.7142857142857143,768,0.2857142857142857,295,0.42857142857142855,11,0,1075280,4163.857142857143
5/12/2021,1620792000000,1,0,1,0,3790,1056,0.5714285714285714,768,0.2857142857142857,296,0.2857142857142857,11,0,1079070,4106
5/13/2021,1620878400000,0,0,0,0,4149,1056,0.42857142857142855,768,0.2857142857142857,296,0.14285714285714285,11,0,1083219,4039.8571428571427
5/14/2021,1620964800000,1,1,0,0,3820,1057,0.42857142857142855,769,0.2857142857142857,296,0.14285714285714285,11,0,1087039,3947.8571428571427
5/15/2021,1621051200000,1,1,0,0,2883,1058,0.5714285714285714,770,0.42857142857142855,296,0.14285714285714285,11,0,1089922,3894.8571428571427
5/16/2021,1621137600000,1,0,1,0,3645,1059,0.7142857142857143,770,0.42857142857142855,297,0.2857142857142857,11,0,1093567,3877.4285714285716
5/17/2021,1621224000000,0,0,0,0,4098,1059,0.5714285714285714,770,0.2857142857142857,297,0.2857142857142857,11,0,1097665,3788.8571428571427
5/18/2021,1621310400000,0,0,0,0,3413,1059,0.5714285714285714,770,0.2857142857142857,297,0.2857142857142857,11,0,1101078,3685.4285714285716
5/19/2021,1621396800000,1,0,1,0,3083,1060,0.5714285714285714,770,0.2857142857142857,298,0.2857142857142857,11,0,1104161,3584.4285714285716
5/20/2021,1621483200000,0,0,0,0,3275,1060,0.5714285714285714,770,0.2857142857142857,298,0.2857142857142857,11,0,1107436,3459.5714285714284
5/21/2021,1621569600000,1,0,1,0,3267,1061,0.5714285714285714,770,0.14285714285714285,299,0.42857142857142855,11,0,1110703,3380.5714285714284
5/22/2021,1621656000000,0,0,0,0,2608,1061,0.42857142857142855,770,0,299,0.42857142857142855,11,0,1113311,3341.285714285714
5/23/2021,1621742400000,2,0,2,0,3017,1063,0.5714285714285714,770,0,301,0.5714285714285714,11,0,1116328,3251.5714285714284
5/24/2021,1621828800000,0,0,0,0,3271,1063,0.5714285714285714,770,0,301,0.5714285714285714,11,0,1119599,3133.4285714285716
5/25/2021,1621915200000,0,0,0,0,2279,1063,0.5714285714285714,770,0,301,0.5714285714285714,11,0,1121878,2971.4285714285716
5/26/2021,1622001600000,2,0,2,0,1961,1065,0.7142857142857143,770,0,303,0.7142857142857143,11,0,1123839,2811.1428571428573
5/27/2021,1622088000000,0,0,0,0,2315,1065,0.7142857142857143,770,0,303,0.7142857142857143,11,0,1126154,2674
5/28/2021,1622174400000,1,0,1,0,1768,1066,0.7142857142857143,770,0,304,0.7142857142857143,11,0,1127922,2459.8571428571427
5/29/2021,1622260800000,0,0,0,0,478,1066,0.7142857142857143,770,0,304,0.7142857142857143,11,0,1128400,2155.5714285714284
5/30/2021,1622347200000,0,0,0,0,584,1066,0.42857142857142855,770,0,304,0.42857142857142855,11,0,1128984,1808
5/31/2021,1622433600000,0,0,0,0,9,1066,0.42857142857142855,770,0,304,0.42857142857142855,11,0,1128993,1342
6/1/2021,1622520000000,0,0,0,0,1179,1066,0.42857142857142855,770,0,304,0.42857142857142855,11,0,1130172,1184.857142857143
6/2/2021,1622606400000,0,0,0,0,404,1066,0.14285714285714285,770,0,304,0.14285714285714285,11,0,1130576,962.4285714285714
6/3/2021,1622692800000,0,0,0,0,618,1066,0.14285714285714285,770,0,304,0.14285714285714285,11,0,1131194,720
6/4/2021,1622779200000,0,0,0,0,238,1066,0,770,0,304,0,11,0,1131432,501.42857142857144
6/5/2021,1622865600000,0,0,0,0,24,1066,0,770,0,304,0,11,0,1131456,436.57142857142856
6/6/2021,1622952000000,0,0,0,0,104,1066,0,770,0,304,0,11,0,1131560,368
6/7/2021,1623038400000,0,0,0,0,589,1066,0,770,0,304,0,11,0,1132149,450.85714285714283
6/8/2021,1623124800000,0,0,0,0,309,1066,0,770,0,304,0,11,0,1132458,326.57142857142856
6/9/2021,1623211200000,0,0,0,0,356,1066,0,770,0,304,0,11,0,1132814,319.7142857142857
6/10/2021,1623297600000,0,0,0,0,429,1066,0,770,0,304,0,11,0,1133243,292.7142857142857
6/11/2021,1623384000000,0,0,0,0,188,1066,0,770,0,304,0,11,0,1133431,285.57142857142856
6/12/2021,1623470400000,0,0,0,0,20,1066,0,770,0,304,0,11,0,1133451,285
6/13/2021,1623556800000,0,0,0,0,106,1066,0,770,0,304,0,11,0,1133557,285.2857142857143
6/14/2021,1623643200000,0,0,0,0,527,1066,0,770,0,304,0,11,0,1134084,276.42857142857144
6/15/2021,1623729600000,0,0,0,0,369,1066,0,770,0,304,0,11,0,1134453,285
6/16/2021,1623816000000,1,1,0,0,452,1067,0.14285714285714285,771,0.14285714285714285,304,0,11,0,1134905,298.7142857142857
6/17/2021,1623902400000,0,0,0,0,471,1067,0.14285714285714285,771,0.14285714285714285,304,0,11,0,1135376,304.7142857142857
6/18/2021,1623988800000,0,0,0,0,24,1067,0.14285714285714285,771,0.14285714285714285,304,0,11,0,1135400,281.2857142857143
6/19/2021,1624075200000,0,0,0,0,13,1067,0.14285714285714285,771,0.14285714285714285,304,0,11,0,1135413,280.2857142857143
6/20/2021,1624161600000,0,0,0,0,67,1067,0.14285714285714285,771,0.14285714285714285,304,0,11,0,1135480,274.7142857142857
6/21/2021,1624248000000,0,0,0,0,474,1067,0.14285714285714285,771,0.14285714285714285,304,0,11,0,1135954,267.14285714285717
6/22/2021,1624334400000,0,0,0,0,313,1067,0.14285714285714285,771,0.14285714285714285,304,0,11,0,1136267,259.14285714285717
6/23/2021,1624420800000,0,0,0,0,287,1067,0,771,0,304,0,11,0,1136554,235.57142857142858
6/24/2021,1624507200000,0,0,0,0,454,1067,0,771,0,304,0,11,0,1137008,233.14285714285714
6/25/2021,1624593600000,0,0,0,0,137,1067,0,771,0,304,0,11,0,1137145,249.28571428571428
6/26/2021,1624680000000,0,0,0,0,17,1067,0,771,0,304,0,11,0,1137162,249.85714285714286
6/27/2021,1624766400000,1,0,1,0,50,1068,0.14285714285714285,771,0,305,0.14285714285714285,11,0,1137212,247.42857142857142
6/28/2021,1624852800000,0,0,0,0,405,1068,0.14285714285714285,771,0,305,0.14285714285714285,11,0,1137617,237.57142857142858
6/29/2021,1624939200000,0,0,0,0,247,1068,0.14285714285714285,771,0,305,0.14285714285714285,11,0,1137864,228.14285714285714
6/30/2021,1625025600000,0,0,0,0,255,1068,0.14285714285714285,771,0,305,0.14285714285714285,11,0,1138119,223.57142857142858
7/1/2021,1625112000000,0,0,0,0,328,1068,0.14285714285714285,771,0,305,0.14285714285714285,11,0,1138447,205.57142857142858
7/2/2021,1625198400000,1,0,1,0,96,1069,0.2857142857142857,771,0,306,0.2857142857142857,11,0,1138543,199.71428571428572
7/3/2021,1625284800000,0,0,0,0,25,1069,0.2857142857142857,771,0,306,0.2857142857142857,11,0,1138568,200.85714285714286
7/4/2021,1625371200000,0,0,0,0,1,1069,0.14285714285714285,771,0,306,0.14285714285714285,11,0,1138569,193.85714285714286
7/5/2021,1625457600000,0,0,0,0,10,1069,0.14285714285714285,771,0,306,0.14285714285714285,11,0,1138579,137.42857142857142
7/6/2021,1625544000000,0,0,0,0,379,1069,0.14285714285714285,771,0,306,0.14285714285714285,11,0,1138958,156.28571428571428
7/7/2021,1625630400000,0,0,0,0,264,1069,0.14285714285714285,771,0,306,0.14285714285714285,11,0,1139222,157.57142857142858
7/8/2021,1625716800000,0,0,0,0,280,1069,0.14285714285714285,771,0,306,0.14285714285714285,11,0,1139502,150.71428571428572
7/9/2021,1625803200000,0,0,0,0,82,1069,0,771,0,306,0,11,0,1139584,148.71428571428572
7/10/2021,1625889600000,0,0,0,0,1,1069,0,771,0,306,0,11,0,1139585,145.28571428571428
7/11/2021,1625976000000,0,0,0,0,27,1069,0,771,0,306,0,11,0,1139612,149
7/12/2021,1626062400000,1,1,0,0,295,1070,0.14285714285714285,772,0.14285714285714285,306,0,11,0,1139907,189.71428571428572
7/13/2021,1626148800000,0,0,0,0,232,1070,0.14285714285714285,772,0.14285714285714285,306,0,11,0,1140139,168.71428571428572
7/14/2021,1626235200000,0,0,0,0,220,1070,0.14285714285714285,772,0.14285714285714285,306,0,11,0,1140359,162.42857142857142
7/15/2021,1626321600000,1,1,0,0,226,1071,0.2857142857142857,773,0.2857142857142857,306,0,11,0,1140585,154.71428571428572
7/16/2021,1626408000000,0,0,0,0,96,1071,0.2857142857142857,773,0.2857142857142857,306,0,11,0,1140681,156.71428571428572
7/17/2021,1626494400000,0,0,0,0,5,1071,0.2857142857142857,773,0.2857142857142857,306,0,11,0,1140686,157.28571428571428
7/18/2021,1626580800000,0,0,0,0,10,1071,0.2857142857142857,773,0.2857142857142857,306,0,11,0,1140696,154.85714285714286
7/19/2021,1626667200000,0,0,0,0,262,1071,0.14285714285714285,773,0.14285714285714285,306,0,11,0,1140958,150.14285714285714
7/20/2021,1626753600000,0,0,0,0,225,1071,0.14285714285714285,773,0.14285714285714285,306,0,11,0,1141183,149.14285714285714
7/21/2021,1626840000000,0,0,0,0,241,1071,0.14285714285714285,773,0.14285714285714285,306,0,11,0,1141424,152.14285714285714
7/22/2021,1626926400000,4,2,2,0,247,1075,0.5714285714285714,775,0.2857142857142857,308,0.2857142857142857,11,0,1141671,155.14285714285714
7/23/2021,1627012800000,2,1,1,0,82,1077,0.8571428571428571,776,0.42857142857142855,309,0.42857142857142855,11,0,1141753,153.14285714285714
7/24/2021,1627099200000,0,0,0,0,4,1077,0.8571428571428571,776,0.42857142857142855,309,0.42857142857142855,11,0,1141757,153
7/25/2021,1627185600000,0,0,0,0,29,1077,0.8571428571428571,776,0.42857142857142855,309,0.42857142857142855,11,0,1141786,155.71428571428572
7/26/2021,1627272000000,0,0,0,0,318,1077,0.8571428571428571,776,0.42857142857142855,309,0.42857142857142855,11,0,1142104,163.71428571428572
7/27/2021,1627358400000,2,1,1,0,254,1079,1.1428571428571428,777,0.5714285714285714,310,0.5714285714285714,11,0,1142358,167.85714285714286
7/28/2021,1627444800000,1,1,0,0,306,1080,1.2857142857142858,778,0.7142857142857143,310,0.5714285714285714,11,0,1142664,177.14285714285714
7/29/2021,1627531200000,3,2,1,0,378,1083,1.1428571428571428,780,0.7142857142857143,311,0.42857142857142855,11,0,1143042,195.85714285714286
7/30/2021,1627617600000,5,4,1,0,241,1088,1.5714285714285714,784,1.1428571428571428,312,0.42857142857142855,11,0,1143283,218.57142857142858
7/31/2021,1627704000000,0,0,0,0,1,1088,1.5714285714285714,784,1.1428571428571428,312,0.42857142857142855,11,0,1143284,218.14285714285714
8/1/2021,1627790400000,0,0,0,0,57,1088,1.5714285714285714,784,1.1428571428571428,312,0.42857142857142855,11,0,1143341,222.14285714285714
8/2/2021,1627876800000,0,0,0,0,523,1088,1.5714285714285714,784,1.1428571428571428,312,0.42857142857142855,11,0,1143864,251.42857142857142
8/3/2021,1627963200000,1,0,1,0,318,1089,1.4285714285714286,784,1,313,0.42857142857142855,11,0,1144182,260.57142857142856
8/4/2021,1628049600000,0,0,0,0,322,1089,1.2857142857142858,784,0.8571428571428571,313,0.42857142857142855,11,0,1144504,262.85714285714283
8/5/2021,1628136000000,3,0,3,0,326,1092,1.2857142857142858,784,0.5714285714285714,316,0.7142857142857143,11,0,1144830,255.42857142857142
8/6/2021,1628222400000,1,0,1,0,213,1093,0.7142857142857143,784,0,317,0.7142857142857143,11,0,1145043,251.42857142857142
8/7/2021,1628308800000,0,0,0,0,,1093,0.7142857142857143,784,0,317,0.7142857142857143,11,0,1145043,251.28571428571428
8/8/2021,1628395200000,0,0,0,0,94,1093,0.7142857142857143,784,0,317,0.7142857142857143,11,0,1145137,256.57142857142856
8/9/2021,1628481600000,2,1,1,0,973,1095,1,785,0.14285714285714285,318,0.8571428571428571,11,0,1146110,320.85714285714283
8/10/2021,1628568000000,2,1,1,0,812,1097,1.1428571428571428,786,0.2857142857142857,319,0.8571428571428571,11,0,1146922,391.42857142857144
8/11/2021,1628654400000,6,3,3,0,645,1103,2,789,0.7142857142857143,322,1.2857142857142858,11,0,1147567,437.57142857142856
8/12/2021,1628740800000,6,4,2,0,832,1109,2.4285714285714284,793,1.2857142857142858,324,1.1428571428571428,11,0,1148399,509.85714285714283
8/13/2021,1628827200000,3,1,2,0,291,1112,2.7142857142857144,794,1.4285714285714286,326,1.2857142857142858,11,0,1148690,521
8/14/2021,1628913600000,0,0,0,0,2,1112,2.7142857142857144,794,1.4285714285714286,326,1.2857142857142858,11,0,1148692,521.2857142857143
8/15/2021,1629000000000,0,0,0,0,227,1112,2.7142857142857144,794,1.4285714285714286,326,1.2857142857142858,11,0,1148919,540.2857142857143
8/16/2021,1629086400000,2,0,2,0,1458,1114,2.7142857142857144,794,1.2857142857142858,328,1.4285714285714286,11,0,1150377,609.5714285714286
8/17/2021,1629172800000,4,1,3,0,1355,1118,3,795,1.2857142857142858,331,1.7142857142857142,11,0,1151732,687.1428571428571
8/18/2021,1629259200000,3,1,2,0,1344,1121,2.5714285714285716,796,1,333,1.5714285714285714,11,0,1153076,787
8/19/2021,1629345600000,6,1,5,0,1580,1127,2.5714285714285716,797,0.5714285714285714,338,2,11,0,1154656,893.8571428571429
8/20/2021,1629432000000,3,3,0,0,674,1130,2.5714285714285716,800,0.8571428571428571,338,1.7142857142857142,11,0,1155330,948.5714285714286
8/21/2021,1629518400000,12,8,4,0,425,1142,4.285714285714286,808,2,342,2.2857142857142856,11,0,1155755,1009
8/22/2021,1629604800000,1,1,0,0,213,1143,4.428571428571429,809,2.142857142857143,342,2.2857142857142856,11,0,1155968,1007
8/23/2021,1629691200000,5,2,3,0,3681,1148,4.857142857142857,811,2.4285714285714284,345,2.4285714285714284,11,0,1159649,1324.5714285714287
8/24/2021,1629777600000,3,2,1,0,4060,1151,4.714285714285714,813,2.5714285714285716,346,2.142857142857143,11,0,1163709,1711
8/25/2021,1629864000000,11,11,0,0,4179,1162,5.857142857142857,824,4,346,1.8571428571428572,11,0,1167888,2116
8/26/2021,1629950400000,25,23,1,1,4961,1187,8.571428571428571,847,7.142857142857143,347,1.2857142857142858,12,0.14285714285714285,1172849,2599
8/27/2021,1630036800000,45,43,2,0,1230,1232,14.571428571428571,890,12.857142857142858,349,1.5714285714285714,12,0.14285714285714285,1174079,2678.4285714285716
8/28/2021,1630123200000,57,57,0,0,836,1289,21,947,19.857142857142858,349,1,12,0.14285714285714285,1174915,2737.1428571428573
8/29/2021,1630209600000,56,55,1,0,3597,1345,28.857142857142858,1002,27.571428571428573,350,1.1428571428571428,12,0.14285714285714285,1178512,3220.5714285714284
8/30/2021,1630296000000,39,39,0,0,5645,1384,33.714285714285715,1041,32.857142857142854,350,0.7142857142857143,12,0.14285714285714285,1184157,3501.1428571428573
8/31/2021,1630382400000,31,31,0,0,4922,1415,37.714285714285715,1072,37,350,0.5714285714285714,12,0.14285714285714285,1189079,3624.285714285714
9/1/2021,1630468800000,52,47,4,1,5776,1467,43.57142857142857,1119,42.142857142857146,354,1.1428571428571428,13,0.2857142857142857,1194855,3852.4285714285716
9/2/2021,1630555200000,43,42,1,0,5321,1510,46.142857142857146,1161,44.857142857142854,355,1.1428571428571428,13,0.14285714285714285,1200176,3903.8571428571427
9/3/2021,1630641600000,29,26,3,0,907,1539,43.857142857142854,1187,42.42857142857143,358,1.2857142857142858,13,0.14285714285714285,1201083,3857.714285714286
9/4/2021,1630728000000,29,28,1,0,497,1568,39.857142857142854,1215,38.285714285714285,359,1.4285714285714286,13,0.14285714285714285,1201580,3809.285714285714
9/5/2021,1630814400000,11,4,7,0,3572,1579,33.42857142857143,1219,31,366,2.2857142857142856,13,0.14285714285714285,1205152,3805.714285714286
9/6/2021,1630900800000,9,9,0,0,3833,1588,29.142857142857142,1228,26.714285714285715,366,2.2857142857142856,13,0.14285714285714285,1208985,3546.8571428571427
9/7/2021,1630987200000,8,8,0,0,5594,1596,25.857142857142858,1236,23.428571428571427,366,2.2857142857142856,13,0.14285714285714285,1214579,3642.8571428571427
9/8/2021,1631073600000,14,13,1,0,5458,1610,20.428571428571427,1249,18.571428571428573,367,1.8571428571428572,13,0,1220037,3597.4285714285716
9/9/2021,1631160000000,14,14,0,0,5300,1624,16.285714285714285,1263,14.571428571428571,367,1.7142857142857142,13,0,1225337,3594.4285714285716
9/10/2021,1631246400000,9,8,1,0,760,1633,13.428571428571429,1271,12,368,1.4285714285714286,13,0,1226097,3573.4285714285716
9/11/2021,1631332800000,12,8,4,0,277,1645,11,1279,9.142857142857142,372,1.8571428571428572,13,0,1226374,3542
9/12/2021,1631419200000,2,1,1,0,3484,1647,9.714285714285714,1280,8.714285714285714,373,1,13,0,1229858,3529.4285714285716
9/13/2021,1631505600000,10,7,3,0,5166,1657,9.857142857142858,1287,8.428571428571429,376,1.4285714285714286,13,0,1235024,3719.8571428571427
9/14/2021,1631592000000,10,8,2,0,4637,1667,10.142857142857142,1295,8.428571428571429,378,1.7142857142857142,13,0,1239661,3583.1428571428573
9/15/2021,1631678400000,8,5,3,0,5022,1675,9.285714285714286,1300,7.285714285714286,381,2,13,0,1244683,3520.8571428571427
9/16/2021,1631764800000,3,3,0,0,5140,1678,7.714285714285714,1303,5.714285714285714,381,2,13,0,1249823,3498
9/17/2021,1631851200000,15,6,9,0,757,1693,8.571428571428571,1309,5.428571428571429,390,3.142857142857143,13,0,1250580,3497.5714285714284
9/18/2021,1631937600000,7,3,3,1,206,1700,7.857142857142857,1312,4.714285714285714,393,3,14,0.14285714285714285,1250786,3487.4285714285716
9/19/2021,1632024000000,1,0,1,0,2925,1701,7.714285714285714,1312,4.571428571428571,394,3,14,0.14285714285714285,1253711,3407.5714285714284
9/20/2021,1632110400000,7,3,4,0,5587,1708,7.285714285714286,1315,4,398,3.142857142857143,14,0.14285714285714285,1259298,3467.714285714286
9/21/2021,1632196800000,8,4,4,0,5169,1716,7,1319,3.4285714285714284,402,3.4285714285714284,14,0.14285714285714285,1264467,3543.714285714286
9/22/2021,1632283200000,9,9,0,0,5013,1725,7.142857142857143,1328,4,402,3,14,0.14285714285714285,1269480,3542.4285714285716
9/23/2021,1632369600000,3,3,0,0,5171,1728,7.142857142857143,1331,4,402,3,14,0.14285714285714285,1274651,3546.8571428571427
9/24/2021,1632456000000,8,8,0,0,836,1736,6.142857142857143,1339,4.285714285714286,402,1.7142857142857142,14,0.14285714285714285,1275487,3558.1428571428573
9/25/2021,1632542400000,1,1,0,0,345,1737,5.285714285714286,1340,4,402,1.2857142857142858,14,0,1275832,3578
9/26/2021,1632628800000,6,0,4,2,3011,1743,6,1340,4,406,1.7142857142857142,16,0.2857142857142857,1278843,3590.285714285714
9/27/2021,1632715200000,0,0,0,0,5362,1743,5,1340,3.5714285714285716,406,1.1428571428571428,16,0.2857142857142857,1284205,3558.1428571428573
9/28/2021,1632801600000,2,2,0,0,5189,1745,4.142857142857143,1342,3.2857142857142856,406,0.5714285714285714,16,0.2857142857142857,1289394,3561
9/29/2021,1632888000000,6,1,4,1,4895,1751,3.7142857142857144,1343,2.142857142857143,410,1.1428571428571428,17,0.42857142857142855,1294289,3544.1428571428573
9/30/2021,1632974400000,0,0,0,0,5240,1751,3.2857142857142856,1343,1.7142857142857142,410,1.1428571428571428,17,0.42857142857142855,1299529,3554
10/1/2021,1633060800000,5,0,5,0,718,1756,2.857142857142857,1343,0.5714285714285714,415,1.8571428571428572,17,0.42857142857142855,1300247,3537.1428571428573
10/2/2021,1633147200000,0,0,0,0,301,1756,2.7142857142857144,1343,0.42857142857142855,415,1.8571428571428572,17,0.42857142857142855,1300548,3530.8571428571427
10/3/2021,1633233600000,0,0,0,0,2622,1756,1.8571428571428572,1343,0.42857142857142855,415,1.2857142857142858,17,0.14285714285714285,1303170,3475.285714285714
