date,ts,total_positives,student_positives,staff_positives,faculty_positives,tests_administered,cumulative_total_positives,total_positives_rolling_sum,total_positives_rolling_avg,cumulative_student_positives,student_positives_rolling_sum,student_positives_rolling_avg,cumulative_staff_positives,staff_positives_rolling_sum,staff_positives_rolling_avg,cumulative_faculty_positives,faculty_positives_rolling_sum,faculty_positives_rolling_avg,cumulative_tests_administered,tests_administered_rolling_sum,tests_administered_rolling_avg
11/3/2020,1604379600000,2,1,1,0,5643,138,13,1.8571428571428572,114,5,0.7142857142857143,24,8,1.1428571428571428,0,0,0,300252,34887,4983.857142857143
11/4/2020,1604466000000,5,1,4,0,5447,143,15,2.142857142857143,115,4,0.5714285714285714,28,11,1.5714285714285714,0,0,0,305699,34936,4990.857142857143
11/5/2020,1604552400000,2,0,2,0,5931,145,15,2.142857142857143,115,4,0.5714285714285714,30,11,1.5714285714285714,0,0,0,311630,35053,5007.571428571428
11/6/2020,1604638800000,2,0,2,0,5842,147,13,1.8571428571428572,115,2,0.2857142857142857,32,11,1.5714285714285714,0,0,0,317472,34986,4998
11/7/2020,1604725200000,1,1,0,0,2814,148,14,2,116,3,0.42857142857142855,32,11,1.5714285714285714,0,0,0,320286,34955,4993.571428571428
11/8/2020,1604811600000,1,1,0,0,3024,149,14,2,117,4,0.5714285714285714,32,10,1.4285714285714286,0,0,0,323310,35009,5001.285714285715
11/9/2020,1604898000000,2,0,2,0,6419,151,15,2.142857142857143,117,4,0.5714285714285714,34,11,1.5714285714285714,0,0,0,329729,35120,5017.142857142857
11/10/2020,1604984400000,0,0,0,0,5622,151,13,1.8571428571428572,117,3,0.42857142857142855,34,10,1.4285714285714286,0,0,0,335351,35099,5014.142857142857
11/11/2020,1605070800000,6,6,0,0,5443,157,14,2,123,8,1.1428571428571428,34,6,0.8571428571428571,0,0,0,340794,35095,5013.571428571428
11/12/2020,1605157200000,14,12,2,0,5859,171,26,3.7142857142857144,135,20,2.857142857142857,36,6,0.8571428571428571,0,0,0,346653,35023,5003.285714285715
11/13/2020,1605243600000,9,7,2,0,6031,180,33,4.714285714285714,142,27,3.857142857142857,38,6,0.8571428571428571,0,0,0,352684,35212,5030.285714285715
11/14/2020,1605330000000,6,6,0,0,2905,186,38,5.428571428571429,148,32,4.571428571428571,38,6,0.8571428571428571,0,0,0,355589,35303,5043.285714285715
11/15/2020,1605416400000,2,2,0,0,2845,188,39,5.571428571428571,150,33,4.714285714285714,38,6,0.8571428571428571,0,0,0,358434,35124,5017.714285714285
11/16/2020,1605502800000,2,1,1,0,6005,190,39,5.571428571428571,151,34,4.857142857142857,39,5,0.7142857142857143,0,0,0,364439,34710,4958.571428571428
11/17/2020,1605589200000,1,1,0,0,5250,191,40,5.714285714285714,152,35,5,39,5,0.7142857142857143,0,0,0,369689,34338,4905.428571428572
11/18/2020,1605675600000,0,0,0,0,5072,191,34,4.857142857142857,152,29,4.142857142857143,39,5,0.7142857142857143,0,0,0,374761,33967,4852.428571428572
11/19/2020,1605762000000,2,1,1,0,5186,193,22,3.142857142857143,153,18,2.5714285714285716,40,4,0.5714285714285714,0,0,0,379947,33294,4756.285714285715
11/20/2020,1605848400000,11,3,8,0,5237,204,24,3.4285714285714284,156,14,2,48,10,1.4285714285714286,0,0,0,385184,32500,4642.857142857143
11/21/2020,1605934800000,2,2,0,0,2404,206,20,2.857142857142857,158,10,1.4285714285714286,48,10,1.4285714285714286,0,0,0,387588,31999,4571.285714285715
11/22/2020,1606021200000,2,2,0,0,2138,208,20,2.857142857142857,160,10,1.4285714285714286,48,10,1.4285714285714286,0,0,0,389726,31292,4470.285714285715
11/23/2020,1606107600000,4,1,3,0,4412,212,22,3.142857142857143,161,10,1.4285714285714286,51,12,1.7142857142857142,0,0,0,394138,29699,4242.714285714285
11/24/2020,1606194000000,3,0,3,0,3879,215,24,3.4285714285714284,161,9,1.2857142857142858,54,15,2.142857142857143,0,0,0,398017,28328,4046.8571428571427
11/25/2020,1606280400000,3,1,2,0,48,218,27,3.857142857142857,162,10,1.4285714285714286,56,17,2.4285714285714284,0,0,0,398065,23304,3329.1428571428573
11/26/2020,1606366800000,4,1,3,0,,222,29,4.142857142857143,163,10,1.4285714285714286,59,19,2.7142857142857144,0,0,0,398065,18118,2588.285714285714
11/27/2020,1606453200000,1,1,0,0,2472,223,19,2.7142857142857144,164,8,1.1428571428571428,59,11,1.5714285714285714,0,0,0,400537,15353,2193.285714285714
11/28/2020,1606539600000,0,0,0,0,1028,223,17,2.4285714285714284,164,6,0.8571428571428571,59,11,1.5714285714285714,0,0,0,401565,13977,1996.7142857142858
11/29/2020,1606626000000,3,0,3,0,1162,226,18,2.5714285714285716,164,4,0.5714285714285714,62,14,2,0,0,0,402727,13001,1857.2857142857142
11/30/2020,1606712400000,4,0,4,0,3729,230,18,2.5714285714285716,164,3,0.42857142857142855,66,15,2.142857142857143,0,0,0,406456,12318,1759.7142857142858
12/1/2020,1606798800000,9,7,2,0,3132,239,24,3.4285714285714284,171,10,1.4285714285714286,68,14,2,0,0,0,409588,11571,1653
12/2/2020,1606885200000,3,1,2,0,2779,242,24,3.4285714285714284,172,10,1.4285714285714286,70,14,2,0,0,0,412367,14302,2043.142857142857
12/3/2020,1606971600000,7,2,5,0,3221,249,27,3.857142857142857,174,11,1.5714285714285714,75,16,2.2857142857142856,0,0,0,415588,17523,2503.285714285714
12/4/2020,1607058000000,3,0,3,0,3741,252,29,4.142857142857143,174,10,1.4285714285714286,78,19,2.7142857142857144,0,0,0,419329,18792,2684.5714285714284
12/5/2020,1607144400000,3,0,3,0,167,255,32,4.571428571428571,174,10,1.4285714285714286,81,22,3.142857142857143,0,0,0,419496,17931,2561.5714285714284
12/6/2020,1607230800000,4,1,3,0,30,259,33,4.714285714285714,175,11,1.5714285714285714,84,22,3.142857142857143,0,0,0,419526,16799,2399.8571428571427
12/7/2020,1607317200000,4,1,3,0,4013,263,33,4.714285714285714,176,12,1.7142857142857142,87,21,3,0,0,0,423539,17083,2440.4285714285716
12/8/2020,1607403600000,8,0,8,0,3135,271,32,4.571428571428571,176,5,0.7142857142857143,95,27,3.857142857142857,0,0,0,426674,17086,2440.8571428571427
12/9/2020,1607490000000,2,1,1,0,2758,273,31,4.428571428571429,177,5,0.7142857142857143,96,26,3.7142857142857144,0,0,0,429432,17065,2437.8571428571427
12/10/2020,1607576400000,2,1,1,0,2998,275,26,3.7142857142857144,178,4,0.5714285714285714,97,22,3.142857142857143,0,0,0,432430,16842,2406
12/11/2020,1607662800000,8,2,6,0,3938,283,31,4.428571428571429,180,6,0.8571428571428571,103,25,3.5714285714285716,0,0,0,436368,17039,2434.1428571428573
12/12/2020,1607749200000,6,2,4,0,117,289,34,4.857142857142857,182,8,1.1428571428571428,107,26,3.7142857142857144,0,0,0,436485,16989,2427
12/13/2020,1607835600000,3,0,3,0,34,292,33,4.714285714285714,182,7,1,110,26,3.7142857142857144,0,0,0,436519,16993,2427.5714285714284
12/14/2020,1607922000000,4,0,4,0,3725,296,33,4.714285714285714,182,6,0.8571428571428571,114,27,3.857142857142857,0,0,0,440244,16705,2386.4285714285716
12/15/2020,1608008400000,2,0,2,0,3042,298,27,3.857142857142857,182,6,0.8571428571428571,116,21,3,0,0,0,443286,16612,2373.1428571428573
12/16/2020,1608094800000,5,2,3,0,2673,303,30,4.285714285714286,184,7,1,119,23,3.2857142857142856,0,0,0,445959,16527,2361
12/17/2020,1608181200000,4,1,3,0,2143,307,32,4.571428571428571,185,7,1,122,25,3.5714285714285716,0,0,0,448102,15672,2238.8571428571427
12/18/2020,1608267600000,4,1,3,0,3867,311,28,4,186,6,0.8571428571428571,125,22,3.142857142857143,0,0,0,451969,15601,2228.714285714286
12/19/2020,1608354000000,5,3,2,0,176,316,27,3.857142857142857,189,7,1,127,20,2.857142857142857,0,0,0,452145,15660,2237.1428571428573
12/20/2020,1608440400000,3,0,3,0,70,319,27,3.857142857142857,189,7,1,130,20,2.857142857142857,0,0,0,452215,15696,2242.285714285714
12/21/2020,1608526800000,3,2,1,0,3056,322,26,3.7142857142857144,191,9,1.2857142857142858,131,17,2.4285714285714284,0,0,0,455271,15027,2146.714285714286
12/22/2020,1608613200000,2,0,2,0,2807,324,26,3.7142857142857144,191,9,1.2857142857142858,133,17,2.4285714285714284,0,0,0,458078,14792,2113.1428571428573
12/23/2020,1608699600000,1,0,1,0,2237,325,22,3.142857142857143,191,7,1,134,15,2.142857142857143,0,0,0,460315,14356,2050.8571428571427
12/24/2020,1608786000000,8,1,7,0,79,333,26,3.7142857142857144,192,7,1,141,19,2.7142857142857144,0,0,0,460394,12292,1756
12/25/2020,1608872400000,0,0,0,0,18,333,22,3.142857142857143,192,6,0.8571428571428571,141,16,2.2857142857142856,0,0,0,460412,8443,1206.142857142857
12/26/2020,1608958800000,1,0,1,0,1431,334,18,2.5714285714285716,192,3,0.42857142857142855,142,15,2.142857142857143,0,0,0,461843,9698,1385.4285714285713
12/27/2020,1609045200000,1,0,1,0,76,335,16,2.2857142857142856,192,3,0.42857142857142855,143,13,1.8571428571428572,0,0,0,461919,9704,1386.2857142857142
12/28/2020,1609131600000,9,1,8,0,1691,344,22,3.142857142857143,193,2,0.2857142857142857,151,20,2.857142857142857,0,0,0,463610,8339,1191.2857142857142
12/29/2020,1609218000000,6,3,2,1,1526,350,26,3.7142857142857144,196,5,0.7142857142857143,153,20,2.857142857142857,1,1,0.14285714285714285,465136,7058,1008.2857142857143
12/30/2020,1609304400000,3,2,1,0,1362,353,28,4,198,7,1,154,20,2.857142857142857,1,1,0.14285714285714285,466498,6183,883.2857142857143
12/31/2020,1609390800000,5,3,2,0,70,358,25,3.5714285714285716,201,9,1.2857142857142858,156,15,2.142857142857143,1,1,0.14285714285714285,466568,6174,882
1/1/2021,1609477200000,1,1,0,0,18,359,26,3.7142857142857144,202,10,1.4285714285714286,156,15,2.142857142857143,1,1,0.14285714285714285,466586,6174,882
1/2/2021,1609563600000,4,1,3,0,1907,363,29,4.142857142857143,203,11,1.5714285714285714,159,17,2.4285714285714284,1,1,0.14285714285714285,468493,6650,950
1/3/2021,1609650000000,1,1,0,0,54,364,29,4.142857142857143,204,12,1.7142857142857142,159,16,2.2857142857142856,1,1,0.14285714285714285,468547,6628,946.8571428571429
1/4/2021,1609736400000,2,2,0,0,2977,366,22,3.142857142857143,206,13,1.8571428571428572,159,8,1.1428571428571428,1,1,0.14285714285714285,471524,7914,1130.5714285714287
1/5/2021,1609822800000,9,2,7,0,1935,375,25,3.5714285714285716,208,12,1.7142857142857142,166,13,1.8571428571428572,1,0,0,473459,8323,1189
1/6/2021,1609909200000,4,4,0,0,2563,379,26,3.7142857142857144,212,14,2,166,12,1.7142857142857142,1,0,0,476022,9524,1360.5714285714287
1/7/2021,1609995600000,11,0,9,2,2202,390,32,4.571428571428571,212,11,1.5714285714285714,175,19,2.7142857142857144,3,2,0.2857142857142857,478224,11656,1665.142857142857
1/8/2021,1610082000000,1,0,1,0,1961,391,32,4.571428571428571,212,10,1.4285714285714286,176,20,2.857142857142857,3,2,0.2857142857142857,480185,13599,1942.7142857142858
1/9/2021,1610168400000,1,1,6,0,638,392,29,4.142857142857143,213,10,1.4285714285714286,182,23,3.2857142857142856,3,2,0.2857142857142857,480823,12330,1761.4285714285713
1/10/2021,1610254800000,2,0,2,0,586,394,30,4.285714285714286,213,9,1.2857142857142858,184,25,3.5714285714285716,3,2,0.2857142857142857,481409,12862,1837.4285714285713
1/11/2021,1610341200000,2,1,1,0,2166,396,30,4.285714285714286,214,8,1.1428571428571428,185,26,3.7142857142857144,3,2,0.2857142857142857,483575,12051,1721.5714285714287
1/12/2021,1610427600000,5,2,3,0,2197,401,26,3.7142857142857144,216,8,1.1428571428571428,188,22,3.142857142857143,3,2,0.2857142857142857,485772,12313,1759
1/13/2021,1610514000000,1,0,1,0,2695,402,23,3.2857142857142856,216,4,0.5714285714285714,189,23,3.2857142857142856,3,2,0.2857142857142857,488467,12445,1777.857142857143
1/14/2021,1610600400000,3,2,0,1,2384,405,15,2.142857142857143,218,6,0.8571428571428571,189,14,2,4,1,0.14285714285714285,490851,12627,1803.857142857143
1/15/2021,1610686800000,4,1,3,0,2286,409,18,2.5714285714285716,219,7,1,192,16,2.2857142857142856,4,1,0.14285714285714285,493137,12952,1850.2857142857142
1/16/2021,1610773200000,3,2,1,0,808,412,20,2.857142857142857,221,8,1.1428571428571428,193,11,1.5714285714285714,4,1,0.14285714285714285,493945,13122,1874.5714285714287
1/17/2021,1610859600000,1,1,0,0,643,413,19,2.7142857142857144,222,9,1.2857142857142858,193,9,1.2857142857142858,4,1,0.14285714285714285,494588,13179,1882.7142857142858
1/18/2021,1610946000000,12,1,10,1,1972,425,29,4.142857142857143,223,9,1.2857142857142858,203,18,2.5714285714285716,5,2,0.2857142857142857,496560,12985,1855
1/19/2021,1611032400000,0,0,0,0,2920,425,24,3.4285714285714284,223,7,1,203,15,2.142857142857143,5,2,0.2857142857142857,499480,13708,1958.2857142857142
1/20/2021,1611118800000,7,3,3,1,2952,432,30,4.285714285714286,226,10,1.4285714285714286,206,17,2.4285714285714284,6,3,0.42857142857142855,502432,13965,1995
1/21/2021,1611205200000,10,5,5,0,2956,442,37,5.285714285714286,231,13,1.8571428571428572,211,22,3.142857142857143,6,2,0.2857142857142857,505388,14537,2076.714285714286
1/22/2021,1611291600000,8,5,3,0,2542,450,41,5.857142857142857,236,17,2.4285714285714284,214,22,3.142857142857143,6,2,0.2857142857142857,507930,14793,2113.285714285714
1/23/2021,1611378000000,7,5,2,0,1627,457,45,6.428571428571429,241,20,2.857142857142857,216,23,3.2857142857142856,6,2,0.2857142857142857,509557,15612,2230.285714285714
1/24/2021,1611464400000,7,6,1,0,1599,464,51,7.285714285714286,247,25,3.5714285714285716,217,24,3.4285714285714284,6,2,0.2857142857142857,511156,16568,2366.8571428571427
1/25/2021,1611550800000,8,7,1,0,3766,472,47,6.714285714285714,254,31,4.428571428571429,218,15,2.142857142857143,6,1,0.14285714285714285,514922,18362,2623.1428571428573
1/26/2021,1611637200000,8,5,3,0,3383,480,55,7.857142857142857,259,36,5.142857142857143,221,18,2.5714285714285716,6,1,0.14285714285714285,518305,18825,2689.285714285714
1/27/2021,1611723600000,5,4,1,0,3816,485,53,7.571428571428571,263,37,5.285714285714286,222,16,2.2857142857142856,6,0,0,522121,19689,2812.714285714286
1/28/2021,1611810000000,15,12,3,0,3719,500,58,8.285714285714286,275,44,6.285714285714286,225,14,2,6,0,0,525840,20452,2921.714285714286
1/29/2021,1611896400000,8,6,2,0,4216,508,58,8.285714285714286,281,45,6.428571428571429,227,13,1.8571428571428572,6,0,0,530056,22126,3160.8571428571427
1/30/2021,1611982800000,6,5,0,1,2250,514,57,8.142857142857142,286,45,6.428571428571429,227,11,1.5714285714285714,7,1,0.14285714285714285,532306,22749,3249.8571428571427
1/31/2021,1612069200000,7,5,1,1,3237,521,57,8.142857142857142,291,44,6.285714285714286,228,11,1.5714285714285714,8,2,0.2857142857142857,535543,24387,3483.8571428571427
2/1/2021,1612155600000,12,12,0,0,4620,533,61,8.714285714285714,303,49,7,228,10,1.4285714285714286,8,2,0.2857142857142857,540163,25241,3605.8571428571427
2/2/2021,1612242000000,6,5,1,0,3811,539,59,8.428571428571429,308,49,7,229,8,1.1428571428571428,8,2,0.2857142857142857,543974,25669,3667
2/3/2021,1612328400000,16,15,1,0,4970,555,70,10,323,60,8.571428571428571,230,8,1.1428571428571428,8,2,0.2857142857142857,548944,26823,3831.8571428571427
2/4/2021,1612414800000,16,16,0,0,6969,571,71,10.142857142857142,339,64,9.142857142857142,230,5,0.7142857142857143,8,2,0.2857142857142857,555913,30073,4296.142857142857
2/5/2021,1612501200000,17,17,0,0,5728,588,80,11.428571428571429,356,75,10.714285714285714,230,3,0.42857142857142855,8,2,0.2857142857142857,561641,31585,4512.142857142857
2/6/2021,1612587600000,16,16,0,0,3604,604,90,12.857142857142858,372,86,12.285714285714286,230,3,0.42857142857142855,8,1,0.14285714285714285,565245,32939,4705.571428571428
2/7/2021,1612674000000,17,13,4,0,3760,621,100,14.285714285714286,385,94,13.428571428571429,234,6,0.8571428571428571,8,0,0,569005,33462,4780.285714285715
2/8/2021,1612760400000,3,3,0,0,6362,624,91,13,388,85,12.142857142857142,234,6,0.8571428571428571,8,0,0,575367,35204,5029.142857142857
2/9/2021,1612846800000,10,10,0,0,6162,634,95,13.571428571428571,398,90,12.857142857142858,234,5,0.7142857142857143,8,0,0,581529,37555,5365
2/10/2021,1612933200000,4,3,0,1,5534,638,83,11.857142857142858,401,78,11.142857142857142,234,4,0.5714285714285714,9,1,0.14285714285714285,587063,38119,5445.571428571428
2/11/2021,1613019600000,14,13,1,0,5473,652,81,11.571428571428571,414,75,10.714285714285714,235,5,0.7142857142857143,9,1,0.14285714285714285,592536,36623,5231.857142857143
2/12/2021,1613106000000,3,3,0,0,5907,655,67,9.571428571428571,417,61,8.714285714285714,235,5,0.7142857142857143,9,1,0.14285714285714285,598443,36802,5257.428571428572
2/13/2021,1613192400000,2,0,2,0,4293,657,53,7.571428571428571,417,45,6.428571428571429,237,7,1,9,1,0.14285714285714285,602736,37491,5355.857142857143
2/14/2021,1613278800000,3,2,1,0,3405,660,39,5.571428571428571,419,34,4.857142857142857,238,4,0.5714285714285714,9,1,0.14285714285714285,606141,37136,5305.142857142857
2/15/2021,1613365200000,2,1,1,0,6866,662,38,5.428571428571429,420,32,4.571428571428571,239,5,0.7142857142857143,9,1,0.14285714285714285,613007,37640,5377.142857142857
2/16/2021,1613451600000,1,1,0,0,5847,663,29,4.142857142857143,421,23,3.2857142857142856,239,5,0.7142857142857143,9,1,0.14285714285714285,618854,37325,5332.142857142857
