date,ts,total_positives,student_positives,staff_positives,faculty_positives,tests_administered,cumulative_total_positives,total_positives_rolling_sum,total_positives_rolling_avg,cumulative_student_positives,student_positives_rolling_sum,student_positives_rolling_avg,cumulative_staff_positives,staff_positives_rolling_sum,staff_positives_rolling_avg,cumulative_faculty_positives,faculty_positives_rolling_sum,faculty_positives_rolling_avg,cumulative_tests_administered,tests_administered_rolling_sum,tests_administered_rolling_avg
9/30/2021,1632974400000,0,0,0,0,5240,1750,23,3.2857142857142856,1342,12,1.7142857142857142,410,8,1.1428571428571428,17,3,0.42857142857142855,1299528,24878,3554
10/1/2021,1633060800000,5,0,5,0,718,1755,20,2.857142857142857,1342,4,0.5714285714285714,415,13,1.8571428571428572,17,3,0.42857142857142855,1300246,24760,3537.1428571428573
10/2/2021,1633147200000,0,0,0,0,301,1755,19,2.7142857142857144,1342,3,0.42857142857142855,415,13,1.8571428571428572,17,3,0.42857142857142855,1300547,24716,3530.8571428571427
10/3/2021,1633233600000,0,0,0,0,2622,1755,13,1.8571428571428572,1342,3,0.42857142857142855,415,9,1.2857142857142858,17,1,0.14285714285714285,1303169,24327,3475.285714285714
10/4/2021,1633320000000,1,1,0,0,5485,1756,14,2,1343,4,0.5714285714285714,415,9,1.2857142857142858,17,1,0.14285714285714285,1308654,24450,3492.8571428571427
10/5/2021,1633406400000,1,1,0,0,5124,1757,13,1.8571428571428572,1344,3,0.42857142857142855,415,9,1.2857142857142858,17,1,0.14285714285714285,1313778,24385,3483.5714285714284
10/6/2021,1633492800000,5,3,2,0,4949,1762,12,1.7142857142857142,1347,5,0.7142857142857143,417,7,1,17,0,0,1318727,24439,3491.285714285714
10/7/2021,1633579200000,1,1,0,0,5275,1763,13,1.8571428571428572,1348,6,0.8571428571428571,417,7,1,17,0,0,1324002,24474,3496.285714285714
10/8/2021,1633665600000,5,1,4,0,772,1768,13,1.8571428571428572,1349,7,1,421,6,0.8571428571428571,17,0,0,1324774,24528,3504
10/9/2021,1633752000000,0,0,0,0,151,1768,13,1.8571428571428572,1349,7,1,421,6,0.8571428571428571,17,0,0,1324925,24378,3482.5714285714284
10/10/2021,1633838400000,0,0,0,0,861,1768,13,1.8571428571428572,1349,7,1,421,6,0.8571428571428571,17,0,0,1325786,22617,3231
10/11/2021,1633924800000,3,0,3,0,2705,1771,15,2.142857142857143,1349,6,0.8571428571428571,424,9,1.2857142857142858,17,0,0,1328491,19837,2833.8571428571427
10/12/2021,1634011200000,2,0,2,0,3837,1773,16,2.2857142857142856,1349,5,0.7142857142857143,426,11,1.5714285714285714,17,0,0,1332328,18550,2650
10/13/2021,1634097600000,2,2,0,0,6735,1775,13,1.8571428571428572,1351,4,0.5714285714285714,426,9,1.2857142857142858,17,0,0,1339063,20336,2905.1428571428573
10/14/2021,1634184000000,10,7,3,0,5709,1785,22,3.142857142857143,1358,10,1.4285714285714286,429,12,1.7142857142857142,17,0,0,1344772,20770,2967.1428571428573
10/15/2021,1634270400000,4,3,1,0,1543,1789,21,3,1361,12,1.7142857142857142,430,9,1.2857142857142858,17,0,0,1346315,21541,3077.285714285714
10/16/2021,1634356800000,2,2,0,0,204,1791,23,3.2857142857142856,1363,14,2,430,9,1.2857142857142858,17,0,0,1346519,21594,3084.8571428571427
10/17/2021,1634443200000,0,0,0,0,2556,1791,23,3.2857142857142856,1363,14,2,430,9,1.2857142857142858,17,0,0,1349075,23289,3327
10/18/2021,1634529600000,7,2,5,0,5562,1798,27,3.857142857142857,1365,16,2.2857142857142856,435,11,1.5714285714285714,17,0,0,1354637,26146,3735.1428571428573
10/19/2021,1634616000000,3,2,1,0,4991,1801,28,4,1367,18,2.5714285714285716,436,10,1.4285714285714286,17,0,0,1359628,27300,3900
10/20/2021,1634702400000,3,1,2,0,4745,1804,29,4.142857142857143,1368,17,2.4285714285714284,438,12,1.7142857142857142,17,0,0,1364373,25310,3615.714285714286
10/21/2021,1634788800000,1,1,0,0,5345,1805,20,2.857142857142857,1369,11,1.5714285714285714,438,9,1.2857142857142858,17,0,0,1369718,24946,3563.714285714286
10/22/2021,1634875200000,8,3,4,1,756,1813,24,3.4285714285714284,1372,11,1.5714285714285714,442,12,1.7142857142857142,18,1,0.14285714285714285,1370474,24159,3451.285714285714
10/23/2021,1634961600000,1,0,1,0,255,1814,23,3.2857142857142856,1372,9,1.2857142857142858,443,13,1.8571428571428572,18,1,0.14285714285714285,1370729,24210,3458.5714285714284
10/24/2021,1635048000000,0,0,0,0,2610,1814,23,3.2857142857142856,1372,9,1.2857142857142858,443,13,1.8571428571428572,18,1,0.14285714285714285,1373339,24264,3466.285714285714
10/25/2021,1635134400000,5,3,2,0,5563,1819,21,3,1375,10,1.4285714285714286,445,10,1.4285714285714286,18,1,0.14285714285714285,1378902,24265,3466.4285714285716
10/26/2021,1635220800000,6,2,3,1,4921,1825,24,3.4285714285714284,1377,10,1.4285714285714286,448,12,1.7142857142857142,19,2,0.2857142857142857,1383823,24195,3456.4285714285716
10/27/2021,1635307200000,1,0,1,0,5007,1826,22,3.142857142857143,1377,9,1.2857142857142858,449,11,1.5714285714285714,19,2,0.2857142857142857,1388830,24457,3493.8571428571427
10/28/2021,1635393600000,3,3,0,0,5343,1829,24,3.4285714285714284,1380,11,1.5714285714285714,449,11,1.5714285714285714,19,2,0.2857142857142857,1394173,24455,3493.5714285714284
10/29/2021,1635480000000,2,1,1,0,771,1831,18,2.5714285714285716,1381,9,1.2857142857142858,450,8,1.1428571428571428,19,1,0.14285714285714285,1394944,24470,3495.714285714286
10/30/2021,1635566400000,0,0,0,0,246,1831,17,2.4285714285714284,1381,9,1.2857142857142858,450,7,1,19,1,0.14285714285714285,1395190,24461,3494.4285714285716
10/31/2021,1635652800000,3,1,2,0,2374,1834,20,2.857142857142857,1382,10,1.4285714285714286,452,9,1.2857142857142858,19,1,0.14285714285714285,1397564,24225,3460.714285714286
11/1/2021,1635739200000,2,0,2,0,5713,1836,17,2.4285714285714284,1382,7,1,454,9,1.2857142857142858,19,1,0.14285714285714285,1403277,24375,3482.1428571428573
11/2/2021,1635825600000,2,0,2,0,5034,1838,13,1.8571428571428572,1382,5,0.7142857142857143,456,8,1.1428571428571428,19,0,0,1408311,24488,3498.285714285714
11/3/2021,1635912000000,8,1,5,2,4721,1846,20,2.857142857142857,1383,6,0.8571428571428571,461,12,1.7142857142857142,21,2,0.2857142857142857,1413032,24202,3457.4285714285716
11/4/2021,1635998400000,5,4,1,0,5324,1851,22,3.142857142857143,1387,7,1,462,13,1.8571428571428572,21,2,0.2857142857142857,1418356,24183,3454.714285714286
11/5/2021,1636084800000,3,1,2,0,850,1854,23,3.2857142857142856,1388,7,1,464,14,2,21,2,0.2857142857142857,1419206,24262,3466
11/6/2021,1636171200000,3,0,2,1,275,1857,26,3.7142857142857144,1388,7,1,466,16,2.2857142857142856,22,3,0.42857142857142855,1419481,24291,3470.1428571428573
11/7/2021,1636257600000,2,1,1,0,1416,1859,25,3.5714285714285716,1389,7,1,467,15,2.142857142857143,22,3,0.42857142857142855,1420897,23333,3333.285714285714
11/8/2021,1636347600000,3,0,3,0,5989,1862,26,3.7142857142857144,1389,7,1,470,16,2.2857142857142856,22,3,0.42857142857142855,1426886,23609,3372.714285714286
11/9/2021,1636434000000,9,6,3,0,4388,1871,33,4.714285714285714,1395,13,1.8571428571428572,473,17,2.4285714285714284,22,3,0.42857142857142855,1431274,22963,3280.4285714285716
11/10/2021,1636520400000,10,5,1,4,4849,1881,35,5,1400,17,2.4285714285714284,474,13,1.8571428571428572,26,5,0.7142857142857143,1436123,23091,3298.714285714286
11/11/2021,1636606800000,1,1,0,0,4371,1882,31,4.428571428571429,1401,14,2,474,12,1.7142857142857142,26,5,0.7142857142857143,1440494,22138,3162.5714285714284
11/12/2021,1636693200000,17,0,16,1,611,1899,45,6.428571428571429,1401,13,1.8571428571428572,490,26,3.7142857142857144,27,6,0.8571428571428571,1441105,21899,3128.4285714285716
11/13/2021,1636779600000,0,0,0,0,219,1899,42,6,1401,13,1.8571428571428572,490,24,3.4285714285714284,27,5,0.7142857142857143,1441324,21843,3120.4285714285716
11/14/2021,1636866000000,4,2,2,0,1498,1903,44,6.285714285714286,1403,14,2,492,25,3.5714285714285716,27,5,0.7142857142857143,1442822,21925,3132.1428571428573
11/15/2021,1636952400000,15,2,10,3,4631,1918,56,8,1405,16,2.2857142857142856,502,32,4.571428571428571,30,8,1.1428571428571428,1447453,20567,2938.1428571428573
11/16/2021,1637038800000,8,1,6,1,5016,1926,55,7.857142857142857,1406,11,1.5714285714285714,508,35,5,31,9,1.2857142857142858,1452469,21195,3027.8571428571427
11/17/2021,1637125200000,5,5,0,0,4630,1931,50,7.142857142857143,1411,11,1.5714285714285714,508,34,4.857142857142857,31,5,0.7142857142857143,1457099,20976,2996.5714285714284
11/18/2021,1637211600000,2,2,0,0,5285,1933,51,7.285714285714286,1413,12,1.7142857142857142,508,34,4.857142857142857,31,5,0.7142857142857143,1462384,21890,3127.1428571428573
11/19/2021,1637298000000,9,4,4,1,1024,1942,43,6.142857142857143,1417,16,2.2857142857142856,512,22,3.142857142857143,32,5,0.7142857142857143,1463408,22303,3186.1428571428573
11/20/2021,1637384400000,9,0,8,1,334,1951,52,7.428571428571429,1417,16,2.2857142857142856,520,30,4.285714285714286,33,6,0.8571428571428571,1463742,22418,3202.5714285714284
11/21/2021,1637470800000,5,0,5,0,1512,1956,53,7.571428571428571,1417,14,2,525,33,4.714285714285714,33,6,0.8571428571428571,1465254,22432,3204.5714285714284
11/22/2021,1637557200000,0,0,0,0,4700,1956,38,5.428571428571429,1417,12,1.7142857142857142,525,23,3.2857142857142856,33,3,0.42857142857142855,1469954,22501,3214.4285714285716
11/23/2021,1637643600000,9,5,4,0,4055,1965,39,5.571428571428571,1422,16,2.2857142857142856,529,21,3,33,2,0.2857142857142857,1474009,21540,3077.1428571428573
11/24/2021,1637730000000,6,4,2,0,549,1971,40,5.714285714285714,1426,15,2.142857142857143,531,23,3.2857142857142856,33,2,0.2857142857142857,1474558,17459,2494.1428571428573
11/25/2021,1637816400000,0,0,0,0,17,1971,38,5.428571428571429,1426,13,1.8571428571428572,531,23,3.2857142857142856,33,2,0.2857142857142857,1474575,12191,1741.5714285714287
11/26/2021,1637902800000,6,0,6,0,15,1977,35,5,1426,9,1.2857142857142858,537,25,3.5714285714285716,33,1,0.14285714285714285,1474590,11182,1597.4285714285713
11/27/2021,1637989200000,0,0,0,0,114,1977,26,3.7142857142857144,1426,9,1.2857142857142858,537,17,2.4285714285714284,33,0,0,1474704,10962,1566
11/28/2021,1638075600000,1,0,1,0,1010,1978,22,3.142857142857143,1426,9,1.2857142857142858,538,13,1.8571428571428572,33,0,0,1475714,10460,1494.2857142857142
11/29/2021,1638162000000,6,3,3,0,6363,1984,28,4,1429,12,1.7142857142857142,541,16,2.2857142857142856,33,0,0,1482077,12123,1731.857142857143
11/30/2021,1638248400000,24,19,4,1,6579,2008,43,6.142857142857143,1448,26,3.7142857142857144,545,16,2.2857142857142856,34,1,0.14285714285714285,1488656,14647,2092.4285714285716
12/1/2021,1638334800000,24,15,9,0,5512,2032,61,8.714285714285714,1463,37,5.285714285714286,554,23,3.2857142857142856,34,1,0.14285714285714285,1494168,19610,2801.4285714285716
12/2/2021,1638421200000,25,17,8,0,5256,2057,86,12.285714285714286,1480,54,7.714285714285714,562,31,4.428571428571429,34,1,0.14285714285714285,1499424,24849,3549.8571428571427
12/3/2021,1638507600000,18,14,4,0,1159,2075,98,14,1494,68,9.714285714285714,566,29,4.142857142857143,34,1,0.14285714285714285,1500583,25993,3713.285714285714
12/4/2021,1638594000000,0,0,0,0,631,2075,98,14,1494,68,9.714285714285714,566,29,4.142857142857143,34,1,0.14285714285714285,1501214,26510,3787.1428571428573
12/5/2021,1638680400000,12,7,5,0,1579,2087,109,15.571428571428571,1501,75,10.714285714285714,571,33,4.714285714285714,34,1,0.14285714285714285,1502793,27079,3868.4285714285716
12/6/2021,1638766800000,12,11,1,0,5033,2099,115,16.428571428571427,1512,83,11.857142857142858,572,31,4.428571428571429,34,1,0.14285714285714285,1507826,25749,3678.4285714285716
12/6/2021,1638766800000,12,11,1,0,5033,2111,103,14.714285714285714,1523,75,10.714285714285714,573,28,4,34,0,0,1512859,24203,3457.5714285714284
12/7/2021,1638853200000,27,20,7,0,5456,2138,106,15.142857142857142,1543,80,11.428571428571429,580,26,3.7142857142857144,34,0,0,1518315,24147,3449.5714285714284
12/8/2021,1638939600000,58,53,5,0,4407,2196,139,19.857142857142858,1596,116,16.571428571428573,585,23,3.2857142857142856,34,0,0,1522722,23298,3328.285714285714
12/9/2021,1639026000000,61,54,7,0,5528,2257,182,26,1650,156,22.285714285714285,592,26,3.7142857142857144,34,0,0,1528250,27667,3952.4285714285716
12/10/2021,1639112400000,67,65,2,1,2497,2324,249,35.57142857142857,1715,221,31.571428571428573,594,28,4,35,1,0.14285714285714285,1530747,29533,4219
12/11/2021,1639198800000,227,219,7,1,1923,2551,464,66.28571428571429,1934,433,61.857142857142854,601,30,4.285714285714286,36,2,0.2857142857142857,1532670,29877,4268.142857142857
12/12/2021,1639285200000,214,214,0,0,3105,2765,666,95.14285714285714,2148,636,90.85714285714286,601,29,4.142857142857143,36,2,0.2857142857142857,1535775,27949,3992.714285714286
